Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2019,1,1,0,0,0,0,0,7,0,0.248,170.56,1.2,0.6,-4.1,0,0,0,70.92,0.14,1028,128,2.1
2019,1,1,1,0,0,0,0,7,0,0.247,169.31,1.2,0.2,-4.2,0,0,0,72.25,0.14,1027,125,2
2019,1,1,2,0,0,0,0,4,0,0.246,157.74,1.2,0,-4.3,0,0,0,72.85,0.14,1027,123,1.9
2019,1,1,3,0,0,0,0,4,0,0.245,144.97,1.3,-0.1,-4.2,0,0,0,73.82,0.14,1027,119,1.7
2019,1,1,4,0,0,0,0,4,0,0.244,132.07,1.4,0,-3.9,0,0,0,74.92,0.14,1027,115,1.6
2019,1,1,5,0,0,0,0,4,0,0.243,119.29,1.5,0.3,-3.6,0,0,0,75.34,0.14,1027,114,1.6
2019,1,1,6,0,0,0,0,4,0,0.243,106.78,1.6,0.8,-3,0,0,0,75.69,0.14,1027,117,1.8
2019,1,1,7,0,0,0,0,4,0,0.243,94.7,1.7,1.4,-2.5,0,0,0,75.04,0.14,1027,122,2
2019,1,1,8,0,53,172,74,4,3,0.27,83.16,0.7,-1.5,-3.9,24,0,24,83.6,0.87,1035,34,2.2
2019,1,1,9,0,137,415,259,4,0,0.271,72.85,0.7,0.8,-3.7,100,0,100,72.04,0.87,1036,46,2.3
2019,1,1,10,0,198,538,434,4,0,0.272,64.01,0.7,2,-3.7,144,0,144,66.13,0.87,1035,49,2.2
2019,1,1,11,0,219,640,564,4,0,0.272,57.42,0.8,2.8,-3.5,246,142,322,63.02,0.87,1034,45,2.1
2019,1,1,12,0,236,666,629,4,0,0.273,53.95,0.8,3.5,-3.4,271,105,332,60.75,0.87,1033,43,2
2019,1,1,13,0,239,647,617,4,0,0.273,54.19,1,4,-3.2,273,159,366,59.24,0.87,1032,41,1.9
2019,1,1,14,0,285,453,524,4,0,0.273,58.11,1.1,4.1,-3.2,239,180,335,58.93,0.87,1031,39,1.8
2019,1,1,15,0,236,358,387,4,0,0.274,65.03,1.2,4,-3.2,107,0,107,59.59,0.87,1031,36,1.6
2019,1,1,16,0,149,223,210,4,0,0.275,74.1,1.3,3.3,-1.8,104,29,112,69.08,0.87,1032,26,1.1
2019,1,1,17,0,32,51,37,7,3,0.277,84.55,1.4,1.7,-2.7,11,0,11,72.56,0.87,1032,12,1
2019,1,1,18,0,0,0,0,4,0,0.279,96.22,1.4,0.9,-3.1,0,0,0,74.61,0.87,1032,6,1.3
2019,1,1,19,0,0,0,0,4,0,0.28,108.37,1.4,0.3,-3.2,0,0,0,77.54,0.87,1032,4,1.4
2019,1,1,20,0,0,0,0,4,0,0.281,120.93,1.4,-0.1,-3.1,0,0,0,79.98,0.87,1032,6,1.5
2019,1,1,21,0,0,0,0,4,0,0.281,133.73,1.5,-0.4,-3.1,0,0,0,81.85,0.87,1032,9,1.5
2019,1,1,22,0,0,0,0,4,0,0.282,146.63,1.5,-0.6,-3.1,0,0,0,82.9,0.87,1033,9,1.2
2019,1,1,23,0,0,0,0,4,0,0.282,159.34,1.5,-0.9,-3.2,0,0,0,84.7,0.87,1033,11,0.9
2019,1,2,0,0,0,0,0,4,0,0.282,170.4,1.5,-1.1,-3.1,0,0,0,86.23,0.87,1033,20,0.8
2019,1,2,1,0,0,0,0,4,0,0.28,169.33,1.4,-1.2,-3.1,0,0,0,87.18,0.87,1033,32,0.8
2019,1,2,2,0,0,0,0,4,0,0.279,157.82,1.4,-1.2,-3,0,0,0,87.66,0.87,1033,38,1
2019,1,2,3,0,0,0,0,4,0,0.277,145.06,1.3,-1.6,-3.2,0,0,0,89.08,0.87,1032,44,1.2
2019,1,2,4,0,0,0,0,4,0,0.275,132.16,1.3,-1.8,-3.3,0,0,0,89.8,0.87,1032,51,1.2
2019,1,2,5,0,0,0,0,4,0,0.274,119.37,1.2,-1.9,-3.4,0,0,0,89.68,0.87,1031,61,1.3
2019,1,2,6,0,0,0,0,4,0,0.273,106.85,1.2,-1.8,-3.5,0,0,0,88.33,0.87,1031,71,1.3
2019,1,2,7,0,0,0,0,4,0,0.272,94.76,1.2,-1.6,-3.5,0,0,0,86.96,0.87,1032,79,1.3
2019,1,2,8,0,41,69,50,4,3,0.27,83.2,1.2,0.3,-2.7,23,0,23,80.17,0.1,1032,91,1.4
2019,1,2,9,0,141,239,211,4,0,0.269,72.87,1.2,2,-2.4,87,0,87,72.7,0.1,1032,111,1.4
2019,1,2,10,0,210,351,364,4,0,0.267,64,1.2,3.4,-2.2,153,6,156,66.63,0.1,1032,118,0.9
2019,1,2,11,0,265,388,474,4,0,0.265,57.39,1.3,4.4,-1.9,164,0,164,63.43,0.1,1031,148,0.3
2019,1,2,12,0,298,396,532,4,0,0.262,53.88,1.4,4.8,-1.7,191,5,194,62.96,0.1,1030,261,0.3
2019,1,2,13,0,300,388,527,4,0,0.258,54.09,1.4,4.9,-1.5,197,8,202,63.24,0.1,1029,286,0.5
2019,1,2,14,0,276,347,460,4,0,0.254,57.99,1.5,5,-1.5,92,0,92,63.03,0.1,1028,314,0.5
2019,1,2,15,0,225,277,342,4,0,0.251,64.9,1.5,4.8,-1.5,77,0,77,63.72,0.1,1028,3,0.4
2019,1,2,16,0,139,178,188,4,0,0.25,73.96,1.5,4.4,-1.1,54,0,54,67.55,0.1,1028,47,0.5
2019,1,2,17,0,31,44,35,4,3,0.249,84.41,1.4,3.4,-1.2,13,0,13,71.89,0.1,1029,92,0.4
2019,1,2,18,0,0,0,0,4,0,0.248,96.08,1.4,2.9,-1.7,0,0,0,71.95,0.1,1029,126,0.6
2019,1,2,19,0,0,0,0,4,0,0.249,108.23,1.3,2.4,-1.9,0,0,0,73.45,0.1,1029,156,0.8
2019,1,2,20,0,0,0,0,4,0,0.25,120.79,1.3,1.9,-1.8,0,0,0,76.22,0.1,1029,180,0.9
2019,1,2,21,0,0,0,0,4,0,0.25,133.6,1.2,1.3,-1.7,0,0,0,80.52,0.1,1029,200,1.1
2019,1,2,22,0,0,0,0,4,0,0.249,146.5,1.2,0.8,-1.5,0,0,0,84.77,0.1,1029,213,1.2
2019,1,2,23,0,0,0,0,4,0,0.25,159.2,1.2,0.3,-1.3,0,0,0,88.85,0.1,1029,224,1.2
2019,1,3,0,0,0,0,0,4,0,0.251,170.26,1.1,0,-1.2,0,0,0,91.53,0.1,1030,236,1.1
2019,1,3,1,0,0,0,0,4,0,0.253,169.34,1.1,-0.2,-1.2,0,0,0,93.16,0.1,1030,249,1
2019,1,3,2,0,0,0,0,4,0,0.254,157.88,1.1,-0.4,-1.2,0,0,0,94.57,0.1,1029,263,0.9
2019,1,3,3,0,0,0,0,4,0,0.255,145.13,1.1,-0.5,-1.2,0,0,0,95.18,0.1,1029,278,0.7
2019,1,3,4,0,0,0,0,1,0,0.256,132.23,1.1,-0.5,-1.3,0,0,0,94.54,0.1,1028,299,0.5
2019,1,3,5,0,0,0,0,1,0,0.257,119.44,1,-0.5,-1.4,0,0,0,93.85,0.1,1028,358,0.2
2019,1,3,6,0,0,0,0,1,0,0.257,106.91,1,-0.5,-1.4,0,0,0,93.56,0.1,1028,104,0.4
2019,1,3,7,0,0,0,0,4,0,0.257,94.81,1,-0.5,-1.3,0,0,0,94.18,0.1,1028,121,0.7
2019,1,3,8,0,46,82,55,4,3,0.257,83.23,1,0.9,-0.6,33,0,33,89.58,0.1,1029,122,1.2
2019,1,3,9,0,143,266,221,4,0,0.255,72.88,1,2.9,-0.2,114,39,125,80.03,0.1,1029,112,1.7
