Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2019,1,1,0,0,0,0,0,3,0,0.235,173.14,2.4,14,8.6,0,0,0,70.14,0.11,1024,36,2.5
2019,1,1,1,0,0,0,0,3,0,0.234,173.07,2.4,13.5,8.4,0,0,0,71.25,0.11,1024,34,2.2
2019,1,1,2,0,0,0,0,1,0,0.233,159.3,2.5,13,8.2,0,0,0,72.61,0.11,1023,30,1.8
2019,1,1,3,0,0,0,0,1,0,0.232,145.58,2.5,12.6,8,0,0,0,73.45,0.11,1023,32,1.9
2019,1,1,4,0,0,0,0,1,0,0.231,131.97,2.5,12.3,7.8,0,0,0,73.78,0.11,1023,36,1.9
2019,1,1,5,0,0,0,0,3,0,0.23,118.52,2.5,12,7.6,0,0,0,74.56,0.11,1023,38,2.1
2019,1,1,6,0,0,0,0,3,0,0.23,105.32,2.5,11.7,7.6,0,0,0,75.71,0.11,1024,35,2.1
2019,1,1,7,0,0,0,0,3,0,0.229,92.48,2.6,11.9,7.5,0,0,0,74.24,0.11,1025,32,2.5
2019,1,1,8,0,70,263,115,1,0,0.222,80.13,2.7,6.2,0.6,70,263,115,67.4,0.1,1028,14,5.3
2019,1,1,9,0,127,498,307,3,0,0.223,68.79,2.7,8.5,1.3,107,0,107,60.68,0.1,1028,18,5.5
2019,1,1,10,0,157,629,482,3,3,0.224,58.81,2.7,10.9,2.4,216,47,240,55.82,0.1,1027,18,5.4
2019,1,1,11,0,168,710,614,3,0,0.225,51.07,2.7,12.7,3.5,183,2,185,53.68,0.1,1026,15,5.2
2019,1,1,12,0,177,736,682,3,0,0.226,46.71,2.8,13.9,4.6,310,62,353,53.29,0.1,1025,13,5
2019,1,1,13,0,177,733,680,3,0,0.226,46.69,2.9,14.6,5.3,216,8,221,53.83,0.1,1024,11,4.9
2019,1,1,14,0,189,660,605,3,0,0.225,51.02,2.9,14.6,5.9,86,0,86,56.02,0.1,1023,10,4.8
2019,1,1,15,0,171,584,475,3,0,0.224,58.74,3,14.1,6.3,136,0,136,59.21,0.1,1023,11,4.7
2019,1,1,16,0,138,449,301,3,0,0.224,68.7,3,13.1,6.4,23,0,23,63.92,0.1,1024,13,4.4
2019,1,1,17,0,75,214,112,3,3,0.224,80.04,3.1,11.8,6.5,44,0,44,69.89,0.1,1025,12,3.8
2019,1,1,18,0,0,0,0,3,0,0.225,92.4,3.1,10.7,6.5,0,0,0,75.49,0.1,1025,9,3.5
