Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2020,1,1,0,0,0,0,0,0,0,0.253,171.77,0.3,-2.4,-6.9,0,0,0,70.99,0.1,1032,315,3.4
2020,1,1,1,0,0,0,0,0,0,0.254,163.86,0.3,-2.4,-6.8,0,0,0,71.55,0.1,1032,317,3.4
2020,1,1,2,0,0,0,0,0,0,0.254,151.63,0.3,-2.4,-6.7,0,0,0,72.13,0.1,1032,317,3.4
2020,1,1,3,0,0,0,0,0,0,0.255,138.85,0.2,-2.4,-6.7,0,0,0,72.34,0.1,1031,317,3.1
2020,1,1,4,0,0,0,0,0,0,0.256,126.07,0.2,-2.5,-6.7,0,0,0,72.86,0.1,1031,313,2.7
2020,1,1,5,0,0,0,0,0,0,0.257,113.46,0.2,-2.5,-6.7,0,0,0,72.66,0.1,1031,304,2.3
2020,1,1,6,0,0,0,0,0,0,0.257,101.2,0.2,-2.6,-6.8,0,0,0,72.84,0.1,1031,293,2
2020,1,1,7,0,0,0,0,0,0,0.256,89.03,0.2,-1.9,-6.4,0,0,0,71.28,0.1,1031,280,2.5
2020,1,1,8,0,60,530,166,0,0,0.25,78.47,0.7,4.7,-0.1,60,530,166,71.18,0.1,1034,74,2.2
2020,1,1,9,0,86,723,347,0,0,0.25,68.86,0.7,5.9,0.4,86,723,347,67.84,0.1,1034,102,2.3
2020,1,1,10,0,103,805,492,0,0,0.25,61.09,0.8,6.9,0.9,103,805,492,65.68,0.1,1033,124,2.2
2020,1,1,11,0,146,737,558,0,0,0.25,55.97,0.9,7.6,1.3,146,737,558,64.42,0.1,1032,133,2.2
2020,1,1,12,0,156,735,586,0,0,0.25,54.27,0.9,8.2,1.6,156,735,586,63.22,0.1,1031,131,2.3
2020,1,1,13,0,156,702,545,0,0,0.251,56.3,1,8.6,1.8,156,702,545,62.49,0.1,1030,125,2.6
2020,1,1,14,0,144,640,448,0,0,0.251,61.69,1,8.7,2.1,144,640,448,63.19,0.1,1030,121,3
2020,1,1,15,0,122,513,300,0,0,0.252,69.66,1.1,8.6,2.3,122,513,300,64.81,0.1,1030,118,3.3
2020,1,1,16,0,73,300,129,0,1,0.252,79.39,1.1,7.4,3.4,73,300,129,75.7,0.1,1029,114,2.6
2020,1,1,17,0,0,0,0,0,0,0.253,89.88,1.2,6.2,3.1,0,0,0,80.42,0.1,1030,110,2.6
2020,1,1,18,0,0,0,0,0,0,0.253,102.23,1.3,5.9,3,0,0,0,81.81,0.1,1030,111,2.7
2020,1,1,19,0,0,0,0,0,0,0.253,114.52,1.3,5.9,3.1,0,0,0,82.14,0.1,1030,114,2.7
2020,1,1,20,0,0,0,0,4,0,0.253,127.15,1.4,6,3.3,0,0,0,82.66,0.1,1030,118,2.7
2020,1,1,21,0,0,0,0,4,0,0.252,139.94,1.5,6.2,3.5,0,0,0,82.71,0.1,1029,122,2.6
