Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2020,1,1,0,0,0,0,0,0,0,0.263,163.25,1.1,0.5,-2.7,0,0,0,78.95,0.1,961,256,1
2020,1,1,1,0,0,0,0,0,0,0.262,172.2,1.1,-0.2,-3.2,0,0,0,80.5,0.1,960,259,1
2020,1,1,2,0,0,0,0,0,0,0.261,165.95,1.1,-0.5,-3.4,0,0,0,80.5,0.1,960,261,1
2020,1,1,3,0,0,0,0,0,0,0.261,153.76,1,-0.5,-3.7,0,0,0,79.18,0.1,959,258,1
2020,1,1,4,0,0,0,0,0,0,0.26,140.92,1,-0.4,-3.8,0,0,0,78.03,0.1,959,252,0.9
2020,1,1,5,0,0,0,0,0,0,0.26,128.04,1,-0.4,-3.7,0,0,0,78.1,0.1,958,239,0.8
2020,1,1,6,0,0,0,0,0,0,0.26,115.33,1,-0.6,-3.6,0,0,0,80.01,0.1,958,231,0.8
2020,1,1,7,0,0,0,0,0,0,0.26,102.94,1,-0.6,-3.5,0,0,0,80.96,0.1,959,226,0.7
2020,1,1,8,0,0,0,0,4,0,0.245,91.01,1.1,3.1,2.2,0,0,0,93.5,0.1,955,43,1.5
2020,1,1,9,0,72,157,100,4,3,0.245,79.81,1.1,4.6,2.6,9,0,9,87.06,0.1,956,45,1.8
2020,1,1,10,0,146,365,271,4,0,0.246,69.9,1,7.1,3.1,23,0,23,75.44,0.1,956,61,2.1
2020,1,1,11,0,189,484,418,4,0,0.247,61.7,1,9.8,3,37,0,37,62.7,0.1,955,96,2.5
2020,1,1,12,0,211,550,518,4,0,0.247,56.03,1,11.4,3.2,70,0,70,57.23,0.1,953,115,2.6
2020,1,1,13,0,215,584,560,4,0,0.247,53.71,1,12.3,3.5,51,0,51,55.08,0.1,952,117,2.7
2020,1,1,14,0,202,580,533,4,0,0.247,55.17,1.1,12.7,3.7,49,0,49,54.37,0.1,951,105,3
2020,1,1,15,0,177,543,447,4,0,0.248,60.13,1.1,12.6,3.8,44,0,44,55.09,0.1,950,96,3.2
2020,1,1,16,0,142,451,312,4,1,0.25,67.82,1.1,11.8,4,54,0,54,58.93,0.1,951,91,3
2020,1,1,17,0,87,278,148,4,3,0.251,77.4,1.1,9.3,4.9,17,0,17,73.99,0.1,951,88,1.6
2020,1,1,18,0,8,27,9,4,3,0.252,88.06,1.1,6.6,3.7,3,0,3,81.9,0.1,953,82,1.2
2020,1,1,19,0,0,0,0,4,0,0.253,100.09,1.1,5.9,3.3,0,0,0,83.49,0.1,954,79,1.2
2020,1,1,20,0,0,0,0,4,0,0.253,112.38,1.1,5.2,3.1,0,0,0,86.22,0.1,955,77,1.1
2020,1,1,21,0,0,0,0,4,0,0.252,125.03,1.2,4.5,3,0,0,0,89.97,0.1,955,75,1.1
2020,1,1,22,0,0,0,0,4,0,0.252,137.87,1.2,3.8,3,0,0,0,94.68,0.1,956,74,1.1
2020,1,1,23,0,0,0,0,4,0,0.252,150.74,1.2,3.3,3.1,0,0,0,98.33,0.1,956,72,1.1
2020,1,2,0,0,0,0,0,4,0,0.252,163.21,1.2,2.9,2.9,0,0,0,100,0.1,955,72,1.2
2020,1,2,1,0,0,0,0,4,0,0.252,172.18,1.2,2.5,2.5,0,0,0,100,0.1,955,71,1.2
2020,1,2,2,0,0,0,0,4,0,0.252,165.96,1.2,2.5,2.5,0,0,0,100,0.1,955,68,1.2
2020,1,2,3,0,0,0,0,4,0,0.251,153.77,1.2,2.8,2.8,0,0,0,99.67,0.1,955,62,1.4
2020,1,2,4,0,0,0,0,4,0,0.251,140.94,1.2,3,2.4,0,0,0,95.77,0.1,955,54,1.8
2020,1,2,5,0,0,0,0,4,0,0.25,128.06,1.2,2.9,2,0,0,0,93.54,0.1,956,42,1.9
2020,1,2,6,0,0,0,0,4,0,0.251,115.35,1.2,2.7,1.7,0,0,0,93.09,0.1,956,35,1.8
2020,1,2,7,0,0,0,0,4,0,0.251,102.96,1.2,2.6,1.5,0,0,0,92.13,0.1,957,24,1.8
2020,1,2,8,0,0,0,0,8,0,0.252,91.06,1.2,2.6,1.4,0,0,0,91.6,0.1,957,21,1.9
2020,1,2,9,0,75,119,96,4,3,0.254,79.84,1.2,3.7,2,9,0,9,88.86,0.1,958,25,2.1
2020,1,2,10,0,162,286,261,4,0,0.255,69.91,1.2,5.6,2.9,28,0,28,82.59,0.1,958,42,2.4
2020,1,2,11,0,207,420,406,4,0,0.256,61.69,1.2,8.3,3.4,37,0,37,71.42,0.1,958,63,2.7
2020,1,2,12,0,231,492,506,4,0,0.256,55.98,1.2,10.5,3.7,66,0,66,62.86,0.1,957,83,2.8
2020,1,2,13,0,241,509,543,4,0,0.255,53.63,1.3,11.6,4,51,0,51,59.58,0.1,956,83,2.6
2020,1,2,14,0,232,505,522,4,0,0.253,55.06,1.3,12.2,4.2,49,0,49,58,0.1,955,80,2.6
2020,1,2,15,0,208,446,431,4,0,0.252,60,1.4,12.1,4.2,40,0,40,58.51,0.1,954,82,2.5
2020,1,2,16,0,165,350,298,4,0,0.251,67.68,1.4,11.4,4.3,36,0,36,61.82,0.1,955,73,2.3
2020,1,2,17,0,93,193,135,8,5,0.25,77.26,1.5,9.2,5.3,93,193,135,76.4,0.1,955,62,1.1
2020,1,2,18,0,7,13,7,4,3,0.25,87.94,1.6,7,3.9,2,0,2,80.67,0.1,956,51,1
2020,1,2,19,0,0,0,0,4,0,0.249,99.96,1.6,6.6,3.5,0,0,0,80.47,0.1,957,42,1
2020,1,2,20,0,0,0,0,4,0,0.248,112.25,1.7,6.5,3.4,0,0,0,80.3,0.1,958,25,0.8
