Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2020,1,1,0,0,0,0,0,1,0,0.234,173.74,0.8,7.6,-1.7,0,0,0,51.65,0.13,1030,31,6.6
2020,1,1,1,0,0,0,0,1,0,0.234,172.4,0.8,7.3,-1.7,0,0,0,52.83,0.13,1030,33,6.4
2020,1,1,2,0,0,0,0,1,0,0.235,158.61,0.9,7,-1.6,0,0,0,54.22,0.13,1030,35,6.2
2020,1,1,3,0,0,0,0,1,0,0.235,144.86,0.9,6.7,-1.5,0,0,0,55.69,0.13,1029,37,6
2020,1,1,4,0,0,0,0,3,0,0.236,131.22,0.9,6.6,-1.4,0,0,0,56.63,0.13,1029,39,5.9
2020,1,1,5,0,0,0,0,2,0,0.236,117.74,0.9,6.4,-1.2,0,0,0,58.26,0.13,1029,40,5.7
2020,1,1,6,0,0,0,0,2,0,0.236,104.51,0.9,6,-1,0,0,0,60.89,0.13,1029,39,5.4
2020,1,1,7,0,0,0,0,2,0,0.236,91.64,0.9,6.4,-0.9,0,0,0,59.61,0.13,1030,38,5.5
2020,1,1,8,0,86,181,120,1,0,0.229,79.22,2.6,17.1,12.4,86,181,120,73.85,0.13,1030,76,5.2
2020,1,1,9,0,164,387,310,3,0,0.229,67.86,2.7,18.4,12.1,82,0,82,66.7,0.13,1031,78,5.2
2020,1,1,10,0,206,518,481,3,0,0.229,57.9,2.8,19.8,12.2,108,0,108,61.41,0.13,1031,78,4.9
2020,1,1,11,0,237,573,604,3,0,0.23,50.24,2.9,20.9,12.3,102,0,102,57.95,0.13,1030,80,4.3
2020,1,1,12,0,242,616,670,3,0,0.23,46.04,2.9,21.7,12.4,174,1,174,55.54,0.13,1029,86,3.7
2020,1,1,13,0,238,622,668,3,0,0.231,46.27,2.9,22.2,12.4,116,0,116,53.92,0.13,1028,95,3.2
2020,1,1,14,0,236,567,594,3,0,0.231,50.86,2.9,22.4,12.5,194,5,198,53.46,0.13,1027,106,2.8
2020,1,1,15,0,205,500,464,3,0,0.232,58.81,2.9,22.3,12.6,85,0,85,54.2,0.13,1027,116,2.8
2020,1,1,16,0,155,380,292,3,1,0.233,68.94,2.8,21.7,12.7,82,0,82,56.75,0.13,1027,124,3
2020,1,1,17,0,74,176,103,1,0,0.233,80.4,2.8,20.1,13.3,74,176,103,64.95,0.13,1027,131,3.1
2020,1,1,18,0,0,0,0,3,0,0.233,92.85,2.7,18.8,13.5,0,0,0,71.26,0.13,1028,134,3.5
2020,1,1,19,0,0,0,0,3,1,0.233,105.76,2.7,18.2,13.6,0,0,0,74.3,0.13,1028,132,3.8
2020,1,1,20,0,0,0,0,3,0,0.233,119.02,2.6,17.6,13.7,0,0,0,77.78,0.13,1028,129,3.8
2020,1,1,21,0,0,0,0,3,0,0.232,132.51,2.6,17.2,13.8,0,0,0,80.38,0.13,1028,125,3.6
2020,1,1,22,0,0,0,0,3,0,0.232,146.17,2.6,16.7,13.9,0,0,0,83.34,0.13,1029,120,3.3
2020,1,1,23,0,0,0,0,3,0,0.231,159.92,2.6,16.4,13.9,0,0,0,85.16,0.13,1028,114,3
2020,1,2,0,0,0,0,0,3,0,0.231,173.71,2.6,16.3,13.9,0,0,0,85.87,0.13,1028,105,2.9
2020,1,2,1,0,0,0,0,8,0,0.231,172.43,2.6,16.1,13.9,0,0,0,86.86,0.13,1028,95,2.7
2020,1,2,2,0,0,0,0,3,0,0.232,158.64,2.6,16,13.9,0,0,0,87.14,0.13,1028,84,2.7
2020,1,2,3,0,0,0,0,3,0,0.232,144.89,2.6,15.8,13.8,0,0,0,87.82,0.13,1027,76,2.7
2020,1,2,4,0,0,0,0,3,0,0.233,131.25,2.6,15.7,13.7,0,0,0,87.93,0.13,1028,72,2.8
2020,1,2,5,0,0,0,0,1,0,0.233,117.77,2.6,15.6,13.6,0,0,0,87.78,0.13,1028,74,3
2020,1,2,6,0,0,0,0,3,0,0.233,104.53,2.6,15.5,13.4,0,0,0,87.52,0.13,1028,78,3.1
2020,1,2,7,0,0,0,0,3,0,0.233,91.66,2.6,16.1,13.4,0,0,0,84.04,0.13,1029,80,3.3
2020,1,2,8,0,77,273,128,0,0,0.233,79.27,2.6,17.7,13.2,77,273,128,74.97,0.12,1030,82,3.9
2020,1,2,9,0,133,505,323,3,0,0.233,67.89,2.6,19.2,13,25,0,25,67.48,0.12,1030,84,3.8
2020,1,2,10,0,164,629,498,3,0,0.233,57.91,2.6,20.5,13.1,42,0,42,62.34,0.12,1030,87,3.4
2020,1,2,11,0,186,685,625,3,0,0.234,50.21,2.6,21.4,13.2,54,0,54,59.55,0.12,1029,88,2.8
2020,1,2,12,0,191,722,692,3,0,0.233,45.98,2.6,22.2,13.3,92,0,92,57.25,0.12,1028,92,2.2
2020,1,2,13,0,188,726,690,3,0,0.233,46.17,2.6,22.5,14.1,79,0,79,59.04,0.12,1026,103,1.6
2020,1,2,14,0,145,770,632,3,0,0.233,50.74,2.6,22.7,14.4,223,13,231,59.47,0.12,1026,117,1.3
2020,1,2,15,0,134,699,497,2,0,0.233,58.67,2.6,22.6,14.4,227,261,363,59.64,0.12,1025,129,1.3
2020,1,2,16,0,110,567,316,0,0,0.233,68.8,2.6,22.1,14.4,110,567,316,61.48,0.12,1026,137,1.3
2020,1,2,17,0,64,317,118,0,0,0.233,80.26,2.6,20.9,14.5,64,317,118,66.83,0.12,1026,148,1.3
2020,1,2,18,0,0,0,0,1,0,0.233,92.72,2.6,19.6,14,0,0,0,70.2,0.12,1026,156,1.9
2020,1,2,19,0,0,0,0,1,0,0.232,105.63,2.6,18.8,14.1,0,0,0,74.13,0.12,1027,158,2
2020,1,2,20,0,0,0,0,1,0,0.232,118.89,2.6,18.2,14.2,0,0,0,77.47,0.12,1027,158,2
2020,1,2,21,0,0,0,0,1,0,0.231,132.39,2.6,17.8,14.3,0,0,0,79.99,0.12,1027,157,1.9
2020,1,2,22,0,0,0,0,1,0,0.231,146.05,2.6,17.5,14.3,0,0,0,81.52,0.12,1027,154,1.8
2020,1,2,23,0,0,0,0,1,0,0.231,159.8,2.6,17.3,14.4,0,0,0,82.87,0.12,1026,150,1.8
2020,1,3,0,0,0,0,0,1,0,0.231,173.61,2.6,17.1,14.5,0,0,0,84.59,0.12,1026,145,1.8
2020,1,3,1,0,0,0,0,1,0,0.231,172.54,2.6,16.9,14.6,0,0,0,86.37,0.12,1026,138,1.8
2020,1,3,2,0,0,0,0,1,0,0.231,158.74,2.6,16.8,14.7,0,0,0,87.48,0.12,1026,128,1.8
2020,1,3,3,0,0,0,0,1,0,0.23,144.99,2.6,16.7,14.8,0,0,0,88.46,0.12,1026,114,1.9
2020,1,3,4,0,0,0,0,1,0,0.23,131.34,2.6,16.5,14.9,0,0,0,90.12,0.12,1026,103,2
2020,1,3,5,0,0,0,0,1,0,0.23,117.85,2.6,16.3,15,0,0,0,91.86,0.12,1026,92,2.2
2020,1,3,6,0,0,0,0,1,0,0.23,104.6,2.7,16.1,15,0,0,0,93.47,0.12,1026,80,2.3
2020,1,3,7,0,0,0,0,1,0,0.229,91.72,2.7,16.6,15.1,0,0,0,90.89,0.12,1027,70,2.3
