Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2020,1,1,0,0,0,0,0,4,0,0.261,165.65,1.2,3.2,-1,0,0,0,73.84,0.09,1000,116,0.6
2020,1,1,1,0,0,0,0,4,0,0.262,173.43,1.2,2.6,-1.3,0,0,0,75.46,0.09,1000,173,0.7
2020,1,1,2,0,0,0,0,4,0,0.262,164.48,1.2,1.9,-1.5,0,0,0,77.9,0.09,1000,176,0.8
2020,1,1,3,0,0,0,0,4,0,0.262,151.79,1.2,1.3,-1.8,0,0,0,79.92,0.09,999,182,1
2020,1,1,4,0,0,0,0,3,0,0.261,138.76,1.1,0.8,-2,0,0,0,81.56,0.09,998,193,1
2020,1,1,5,0,0,0,0,3,0,0.26,125.78,1.1,0.4,-2.1,0,0,0,83.23,0.09,998,199,1
2020,1,1,6,0,0,0,0,4,0,0.26,112.99,1.1,0.2,-2.2,0,0,0,84.11,0.09,998,199,1
2020,1,1,7,0,0,0,0,4,0,0.259,100.55,1.1,0,-2.2,0,0,0,85.22,0.09,999,199,1.1
2020,1,1,8,0,4,5,5,4,3,0.244,88.28,1.7,7.9,5.6,2,0,2,85.53,0.09,993,98,0.8
2020,1,1,9,0,96,147,128,4,3,0.243,77.44,1.6,9.8,5.8,12,0,12,76.41,0.09,994,49,1.1
2020,1,1,10,0,180,297,293,4,0,0.243,67.61,1.6,12,6.7,26,0,26,70.05,0.09,994,30,0.9
2020,1,1,11,0,234,389,430,4,0,0.242,59.62,1.5,13.6,7.5,46,0,46,66.76,0.09,993,316,0.7
2020,1,1,12,0,258,450,521,4,0,0.241,54.34,1.5,14.5,7.9,176,3,178,64.69,0.09,992,289,0.8
2020,1,1,13,0,258,486,554,4,0,0.239,52.59,1.5,15.2,8.2,275,72,318,62.98,0.09,991,309,0.7
2020,1,1,14,0,243,485,522,4,0,0.238,54.72,1.5,15.6,8.3,240,40,264,61.84,0.09,990,352,0.7
2020,1,1,15,0,207,457,434,4,0,0.236,60.31,1.5,15.7,8.3,182,15,189,61.43,0.09,989,21,0.9
2020,1,1,16,0,154,383,294,3,1,0.236,68.51,1.4,15.1,8.6,133,10,136,64.95,0.09,989,34,1.4
2020,1,1,17,0,84,218,127,4,3,0.236,78.48,1.4,12.7,9.6,52,0,52,81.34,0.09,990,32,1.1
2020,1,1,18,0,0,0,0,7,3,0.237,89.31,1.5,10.3,8,0,0,0,85.48,0.09,990,29,1.4
2020,1,1,19,0,0,0,0,4,0,0.238,101.72,1.5,9.5,7.7,0,0,0,88.27,0.09,992,27,1.7
2020,1,1,20,0,0,0,0,3,0,0.238,114.2,1.6,9,7.4,0,0,0,89.79,0.09,992,25,1.9
2020,1,1,21,0,0,0,0,3,0,0.238,127,1.7,8.6,7.2,0,0,0,90.69,0.09,993,24,2.1
2020,1,1,22,0,0,0,0,4,0,0.238,139.99,1.8,8.3,6.9,0,0,0,90.93,0.09,994,27,2.3
2020,1,1,23,0,0,0,0,8,0,0.238,153.01,1.8,8.2,6.7,0,0,0,90.41,0.09,994,32,2.4
2020,1,2,0,0,0,0,0,4,0,0.238,165.62,1.9,8,6.6,0,0,0,90.94,0.09,994,37,2.1
2020,1,2,1,0,0,0,0,4,0,0.238,173.41,1.9,7.7,6.4,0,0,0,91.69,0.09,994,44,1.8
2020,1,2,2,0,0,0,0,8,0,0.237,164.5,1.9,7.5,6.3,0,0,0,92.35,0.09,993,49,1.4
2020,1,2,3,0,0,0,0,4,0,0.237,151.8,1.9,7.5,6.4,0,0,0,92.65,0.09,993,51,1.2
2020,1,2,4,0,0,0,0,4,0,0.236,138.78,1.9,7.7,6.5,0,0,0,91.99,0.09,993,51,1
